Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0178.b6.txt,1897.14,1211.43,971.43,605.71,1,0,2
0198.b6.txt,1666.67,1289.31,786.16,487.42,3,0,0
0107.b6.txt,1881.05,1313.97,954.36,442.6,1,0,1
0151.b6.txt,1632.93,1430.5,728.74,607.29,3,0,0
0157.b6.txt,1362.23,1563.47,789.47,712.07,2,0,0
0238.b6.txt,1503.5,1538.46,874.13,454.55,2,0,0
0137.b6.txt,1901.31,1364.3,986.94,580.55,1,0,0
0223.b6.txt,1856.37,1314.36,745.26,691.06,2,0,0
0158.b6.txt,1652.07,1364.21,813.52,713.39,2,0,0
0219.b6.txt,1902.52,1477.99,581.76,424.53,1,0,0
0185.b6.txt,1797.75,1460.67,834.67,465.49,2,0,0
0318.b6.txt,2004.48,1119.82,974.24,515.12,5,0,2
