Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
0105.b3.txt,1561.9,971.43,857.14,447.62,7,0,8
1023.b3.txt,1548.18,892.58,947.87,552.92,8,0,7
0165.b3.txt,2206.19,835.81,806.11,318.2,43,0,21
0313.b3.txt,2053.36,652.69,919.49,333.49,5,2,13
1112.b3.txt,1879.77,1049.62,973.28,543.89,8,0,9
1082.b3.txt,2541.18,815.69,1070.59,384.31,13,2,17
1057.b3.txt,2055.02,1080.54,739.14,417.63,19,1,15
0139.b3.txt,2302.41,982.82,982.82,426.12,10,1,8
1069.b3.txt,1797.75,869.88,804.64,489.31,36,1,24
0171.b3.txt,1929.96,938.9,968.7,372.58,11,0,19
0134.b3.txt,1816.34,1093.86,938.56,945.31,11,0,10
1100.b3.txt,1800.64,827.97,731.51,337.62,15,2,4
1532.b3.txt,1902.08,990.43,776.59,427.69,16,3,19
0140.b3.txt,2889.29,693.07,621.06,297.03,5,0,2
2018.b3.txt,2058.82,1183.16,775.4,340.91,11,0,13
0308.b3.txt,1989.98,1016.46,952.04,794.56,4,1,4
0122.b3.txt,1651.38,941.9,709.48,311.93,14,2,14
1508.b3.txt,1783.93,1008.31,759.0,365.65,18,1,19
0307.b3.txt,1902.91,867.31,906.15,271.84,12,4,20
0133.b3.txt,1523.35,897.03,652.87,419.32,38,4,19
1534.b3.txt,2053.23,1004.89,1173.28,602.93,13,0,9
1066.b3.txt,1935.1,1003.61,1087.74,486.78,9,0,8
0300.b3.txt,1826.98,967.56,922.03,335.8,23,1,14
0130.b3.txt,1895.06,913.58,833.33,512.35,11,5,12
0304.b3.txt,1986.53,976.43,715.49,513.47,6,4,9
1536.b3.txt,2020.2,825.91,754.6,516.93,13,3,6
1102.b3.txt,1906.35,802.68,1045.15,493.31,4,4,4
0310.b3.txt,1958.62,804.6,901.15,629.89,22,6,11
1520.b3.txt,1515.51,1000.59,684.61,368.64,20,1,29
0303.b3.txt,1744.79,885.42,937.5,494.79,2,0,1
0103.b3.txt,2010.92,605.1,636.94,263.88,19,1,39
1533.b3.txt,1925.35,1005.92,796.54,382.34,8,0,15
2034.b3.txt,1608.1,1292.44,684.93,446.69,14,0,11
1097.b3.txt,1815.14,957.68,1035.63,606.9,13,1,10
0200.b3.txt,1986.71,871.49,937.96,472.67,9,0,4
