Filename,RelFreq NOUN,RelFreq VERB,RelFreq ADJ,RelFreq ADV,Unique PER,Unique LOC,Unique ORG
1508.b4.txt,1464.02,1240.69,554.18,355.67,12,0,3
0158.b4.txt,1546.88,1351.56,679.69,632.81,14,0,1
1112.b4.txt,1530.09,1377.81,507.61,478.61,11,0,3
0165.b4.txt,1392.99,1190.04,516.61,442.8,10,0,5
1003.b4.txt,1784.07,1309.34,558.96,237.37,6,0,3
1100.b4.txt,1637.93,1149.43,517.24,325.67,5,0,2
1023.b4.txt,1420.29,1072.46,913.04,898.55,9,0,3
0310.b4.txt,1724.36,1254.08,751.14,450.69,12,0,2
0318.b4.txt,1779.86,1188.52,474.24,444.96,14,0,3
0219.b4.txt,1708.07,1024.84,538.3,465.84,16,0,2
1528.b4.txt,1517.14,1247.26,576.22,576.22,8,0,3
1057.b4.txt,1602.29,1266.09,522.17,393.42,7,0,2
0107.b4.txt,1992.09,1367.59,719.37,268.77,10,0,6
1021.b4.txt,1525.42,1203.39,533.9,449.15,11,0,4
0105.b4.txt,1335.23,1287.88,577.65,606.06,13,0,4
0200.b4.txt,1410.46,1101.43,808.24,824.09,9,0,2
0178.b4.txt,1722.57,1223.93,734.36,702.63,11,0,0
1532.b4.txt,1376.15,1326.11,450.38,600.5,13,0,4
2030.b4.txt,1459.8,1295.86,546.45,468.38,11,0,4
0300.b4.txt,1843.9,1297.56,526.83,390.24,11,0,6
1097.b4.txt,1648.35,1208.79,622.71,520.15,11,0,3
0139.b4.txt,1790.22,1261.83,607.26,362.78,9,0,7
0140.b4.txt,1321.46,1283.97,449.86,534.21,10,0,5
1069.b4.txt,1429.91,1336.45,635.51,803.74,8,0,6
1520.b4.txt,1515.37,1149.34,688.14,483.16,4,0,3
2034.b4.txt,1548.67,1026.55,743.36,424.78,13,0,5
0308.b4.txt,1517.77,1162.34,595.58,634.01,7,0,1
0103.b4.txt,1501.71,1279.86,665.53,511.95,7,0,2
2018.b4.txt,1407.41,1537.04,462.96,416.67,9,0,3
