task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
load model,2024-05-30T16:43:39,spacy_extract.py,55f957c7-bf9c-4f65-a9f4-0be4853621b1,1.451777696609497,1.4817098767232322e-05,1.0205691683632673e-05,62.5,0.0,141.20075225830078,2.5204064117537605e-05,0,5.6922435274054804e-05,8.212649939159242e-05,Denmark,DNK,zealand,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,11.5557,55.4308,376.53533935546875,machine,N
processing files,2024-05-30T16:47:09,spacy_extract.py,55f957c7-bf9c-4f65-a9f4-0be4853621b1,210.16514325141907,0.0021454908795302597,1.0208669502336238e-05,62.5,0.0,141.20075225830078,0.0036486718555291493,0,0.008243106567523204,0.011891778423052352,Denmark,DNK,zealand,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,11.5557,55.4308,376.53533935546875,machine,N
