task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
applying lr,2024-05-30T16:43:21,lr.py,f7dd87e3-b9d9-41ff-9709-a6878811dd4d,0.08067202568054199,8.200735692361869e-07,1.01605411995475e-05,62.5,0.0,141.20075225830078,1.3992852634853788e-06,0,3.146123560668457e-06,4.545408824153836e-06,Denmark,DNK,zealand,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,11.5557,55.4308,376.53533935546875,machine,N
