timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-30T16:47:30,query_expansion.py,60cb8ee7-24c3-482a-a57e-cfc39fad405a,0.617326021194458,0.0001479467840897473,0.0002396574565308077,62.5,0.0,141.20075225830078,0.00025162859509388606,0,0.0005683937091648203,0.0008200223042587063,Denmark,DNK,zealand,,,Linux-5.4.256.el8-x86_64-with-glibc2.39,3.12.3,2.4.2,64,Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,,,11.5557,55.4308,376.53533935546875,machine,N,1.0
